event,n_star,deltaF_rms_at_n_star,deltatau_rms_at_n_star,score_alpha_beta
sample_002815.npz,1.0,1.0198079004886067,0.0023862472716838414,1.0221941477602905
sample_002816.npz,8.0,0.29501946108483706,0.004382593653394454,0.2994020547382315
sample_002817.npz,2.0,1.0345237019851274,0.009573020232334317,1.0440967222174617
sample_002818.npz,32.0,0.5770241129104804,0.0005746208329192098,0.5775987337433997
sample_002819.npz,2.0,0.42911413882546595,0.0087554838154024,0.4378696226408684
sample_002820.npz,2.0,0.7451679162533424,0.004015202383169637,0.7491831186365121
sample_002821.npz,1.0,0.9234685799552604,0.00012417838351023655,0.9235927583387706
sample_002822.npz,16.0,0.5339819220847786,0.0017609577523547432,0.5357428798371333
sample_002823.npz,16.0,0.5383333969421016,0.0035012006589482812,0.5418345976010499
sample_002824.npz,16.0,0.303547148680837,0.0020052911948200483,0.30555243987565706
sample_002825.npz,8.0,0.7356896462741481,0.003661165117155944,0.7393508113913041
sample_002826.npz,4.0,0.9759971472626818,0.007320691168953101,0.9833178384316349
sample_002827.npz,8.0,0.5430490602384284,0.009975340349817771,0.5530244005882461
sample_002828.npz,4.0,0.30856135400459644,0.006537626287108183,0.31509898029170463
sample_002829.npz,2.0,0.9819316147680145,0.0006251956454373826,0.9825568104134519
sample_002830.npz,16.0,0.43332237193997564,0.005773267800730748,0.43909563974070637
sample_002831.npz,4.0,0.6636256240905662,0.00475742205311142,0.6683830461436777
sample_002832.npz,0.5,0.6083192327040117,0.001968001158787099,0.6102872338627988
sample_002833.npz,4.0,0.8528912125174041,0.011952491654783591,0.8648437041721877
sample_002834.npz,4.0,1.1998580797488043,0.00046932661748636233,1.2003274063662908
sample_002835.npz,1.0,0.8216999380661326,0.0015474654874265432,0.8232474035535592
sample_002836.npz,8.0,0.5412888523130175,0.00535587472313761,0.5466447270361551
sample_002837.npz,8.0,1.2628679542995263,0.0032897325378867335,1.266157686837413
sample_002838.npz,0.5,0.842989007565615,0.010098890822741926,0.853087898388357
sample_002839.npz,32.0,0.6260411361873351,0.014595023332845885,0.640636159520181
sample_002840.npz,8.0,0.6036391149114227,0.00823617677273725,0.61187529168416
sample_002841.npz,16.0,0.6637047714922466,0.005882302556322733,0.6695870740485693
sample_002842.npz,1.0,0.3980907267140607,0.009168339350816741,0.40725906606487744
sample_002843.npz,1.0,0.3658334886337117,0.00014162466665556834,0.36597511330036725
sample_002844.npz,8.0,0.29449393946524943,0.012141974580237337,0.3066359140454868
sample_002845.npz,8.0,0.4355753700469471,0.0014746008692589335,0.437049970916206
sample_002846.npz,16.0,0.7979565817249731,0.0065673393199939725,0.8045239210449671
sample_002847.npz,8.0,0.9163510460514385,0.0037844522900273405,0.9201354983414658
sample_002848.npz,8.0,0.512133178226688,0.01735710948851768,0.5294902877152057
sample_002849.npz,16.0,1.034589652257081,0.0025879284544022335,1.0371775807114831
sample_002850.npz,64.0,0.9666636776988893,0.004486035125204211,0.9711497128240935
sample_002851.npz,4.0,0.7310011268637037,0.005935945944407229,0.7369370728081109
sample_002852.npz,0.5,0.8476900936567676,0.0026096270168868597,0.8502997206736544
sample_002853.npz,64.0,0.6397603245365763,0.004444083895616131,0.6442044084321924
sample_002854.npz,32.0,0.9394167121272343,0.014006951077100323,0.9534236632043347
sample_002855.npz,8.0,0.5787873177346523,0.00369910844570487,0.5824864261803572
sample_002856.npz,64.0,0.6791515508543644,0.003981342482536805,0.6831328933369012
sample_002857.npz,16.0,1.1193479831905564,0.0018405808038894364,1.1211885639944459
sample_002858.npz,4.0,0.7844389408606125,0.007151081094798377,0.7915900219554108
sample_002859.npz,0.5,0.5665704172522024,0.016551950891860852,0.5831223681440633
sample_002860.npz,64.0,0.9208312696943285,0.010481731147686326,0.9313130008420148
sample_002861.npz,0.5,0.9624262496148672,0.0040049989416195775,0.9664312485564868
sample_002862.npz,4.0,0.16217504071253613,0.014062000715836194,0.17623704142837232
sample_002863.npz,64.0,1.0122592914805344,0.001967576596293092,1.0142268680768274
sample_002864.npz,16.0,0.7809976258425411,0.005646541868226808,0.7866441677107678
sample_002865.npz,4.0,0.4961046651138259,0.0058071320069638215,0.5019117971207897
sample_002866.npz,32.0,0.648818732697275,0.0013040408485474097,0.6501227735458224
sample_002867.npz,8.0,0.6582064126289185,0.002488232362112452,0.660694644991031
sample_002868.npz,8.0,0.8258741772759152,0.011182352691517678,0.8370565299674328
sample_002869.npz,1.0,1.0057626551549061,0.00442885006337227,1.0101915052182784
sample_002870.npz,2.0,0.7755017843269101,0.008132113621029979,0.78363389794794
sample_002871.npz,64.0,0.5254299967422451,0.018290980349411318,0.5437209770916565
sample_002872.npz,2.0,0.787697385320002,0.0024444601160492564,0.7901418454360513
sample_002873.npz,16.0,0.7629626170312437,0.0013586435728025169,0.7643212606040461
sample_002874.npz,64.0,0.4265591913990977,0.011258507490398719,0.4378176988894964
sample_002875.npz,32.0,0.6407305750717384,0.00046498204116541056,0.6411955571129038
sample_002876.npz,0.5,1.0157910227231601,0.0066463374780462055,1.0224373602012062
sample_002877.npz,4.0,0.9101002627459376,0.0005141763803422949,0.9106144391262799
sample_002878.npz,64.0,0.6538749792534231,0.001150926624382459,0.6550259058778055
sample_002879.npz,4.0,0.31835278048359683,0.007176828625257988,0.3255296091088548
sample_002880.npz,32.0,0.7349882030686253,0.0076921264095631625,0.7426803294781885
sample_002881.npz,1.0,1.104101582036588,0.006741644467684377,1.1108432265042725
sample_002882.npz,64.0,0.45161732927639664,0.00658375736544351,0.45820108664184017
sample_002883.npz,8.0,1.2047546741757218,0.0007402456114254073,1.2054949197871472
sample_002884.npz,1.0,0.9153485949924356,0.007375994955320031,0.9227245899477556
sample_002885.npz,4.0,0.7605451502201518,0.006459996056560051,0.7670051462767118
sample_002886.npz,4.0,1.216113905479635,0.0008116714030025164,1.2169255768826375
sample_002887.npz,8.0,0.39800247513336406,0.00346824254104811,0.40147071767441217
sample_002888.npz,32.0,0.308715961569126,0.0006544974627189738,0.30937045903184496
sample_002889.npz,64.0,0.541181807390265,0.010622833812616316,0.5518046412028813
sample_002890.npz,1.0,0.9792900858824025,0.004228710159088977,0.9835187960414915
sample_002891.npz,16.0,0.4858239703535735,0.007738961502581396,0.4935629318561549
sample_002892.npz,16.0,0.3693400714599929,0.0026797043808846565,0.3720197758408776
sample_002893.npz,4.0,0.40676596021316686,0.0028137153978893452,0.4095796756110562
sample_002894.npz,4.0,0.6560917511042579,0.001878174502716015,0.6579699256069739
sample_002895.npz,2.0,1.1457859990124346,0.0025398758224600827,1.1483258748348948
sample_002896.npz,0.5,0.6913440374450337,0.00823197702413909,0.6995760144691728
sample_002897.npz,2.0,0.613277641331245,0.0034844155886277375,0.6167620569198727
sample_002898.npz,4.0,0.7066560794658101,0.001737798504369969,0.70839387797018
sample_002899.npz,32.0,0.3924676101182818,0.0019829147053661653,0.39445052482364795
sample_002900.npz,4.0,0.7869486376795926,0.008769959212754795,0.7957185968923474
sample_002901.npz,1.0,0.824237440439096,0.012461187186905746,0.8366986276260017
sample_002902.npz,8.0,1.1127544162451377,0.002390554510068707,1.1151449707552064
sample_002903.npz,4.0,0.9396398667612357,0.003211684558424699,0.9428515513196604
sample_002904.npz,4.0,0.6638381775550894,0.0005311343060822903,0.6643693118611718
sample_002905.npz,32.0,0.9948565244667679,0.0069471015527075314,1.0018036260194754
sample_002906.npz,8.0,0.6581771021395646,0.01615703457902552,0.6743341367185901
sample_002907.npz,64.0,0.4715936958311507,0.009403940557127318,0.480997636388278
sample_002908.npz,8.0,0.8718910879789711,0.011460336433083858,0.8833514244120549
sample_002909.npz,64.0,0.7157286858616903,0.004241549575990044,0.7199702354376802
sample_002910.npz,0.5,0.3332708510315629,0.015582936164413525,0.34885378719597643
sample_002911.npz,1.0,0.6690896803001989,0.0018929997083751058,0.670982680008574
sample_002912.npz,8.0,0.5605258821457668,0.004353113973077673,0.5648789961188445
sample_002913.npz,32.0,0.39360894581523337,0.008810687419068118,0.40241963323430147
sample_002914.npz,0.5,0.9977904199938942,0.0014186981925470915,0.9992091181864413
sample_002915.npz,32.0,1.116188482769622,0.011017519651654742,1.1272060024212767
sample_002916.npz,32.0,0.7590236873433428,0.012547546046106691,0.7715712333894494
sample_002917.npz,0.5,0.8687337318461006,0.007246743057580402,0.875980474903681
sample_002918.npz,32.0,0.5553363730789624,0.014402373460228948,0.5697387465391914
sample_002919.npz,0.5,0.7618048554050535,0.0011696119148428968,0.7629744673198964
sample_002920.npz,2.0,0.709422848469236,0.01368132549100272,0.7231041739602387
sample_002921.npz,1.0,0.9712520958910195,0.0027100582430363103,0.9739621541340557
sample_002922.npz,8.0,1.067545139796024,0.0058541298190290005,1.0733992696150532
sample_002923.npz,8.0,0.759997319641795,0.006327947462575443,0.7663252671043704
sample_002924.npz,1.0,0.8356462048284671,0.0030498242627336708,0.8386960290912008
sample_002925.npz,32.0,0.5621897165117062,0.015455657115280796,0.5776453736269871
sample_002926.npz,16.0,0.9827146679083876,0.003601357121769979,0.9863160250301576
sample_002927.npz,64.0,0.5528087209837389,0.002443479031154128,0.5552522000148931
sample_002928.npz,64.0,0.8264641098573048,0.0065805731047144,0.8330446829620192
sample_002929.npz,16.0,0.4875055747802891,0.0005812521177962441,0.48808682689808536
sample_002930.npz,4.0,0.8986215844288973,0.006171064214199087,0.9047926486430964
sample_002931.npz,32.0,0.9285879723123857,0.005881872347065559,0.9344698446594513
sample_002932.npz,16.0,0.2610059956372401,0.0004045934844841637,0.26141058912172427
sample_002933.npz,64.0,0.6783078133011445,0.002924833999219411,0.6812326473003639
sample_002934.npz,1.0,0.5783817785386114,0.006924502775909266,0.5853062813145207
sample_002935.npz,1.0,0.5375257658094692,0.0035745770141744366,0.5411003428236436
sample_002936.npz,4.0,0.7910039774003603,0.0053177032634441745,0.7963216806638045
sample_002937.npz,16.0,1.051202368190208,0.007933699270837532,1.0591360674610455
sample_002938.npz,8.0,0.7891361441401142,0.018272875550646148,0.8074090196907604
sample_002939.npz,16.0,0.5071140222300188,0.0023677030461668677,0.5094817252761856
sample_002940.npz,4.0,0.42188662181409203,0.014098832037183321,0.43598545385127535
sample_002941.npz,1.0,0.6020605670510479,0.0019652403010161634,0.6040258073520641
sample_002942.npz,2.0,1.0932281891205013,0.004635456595376295,1.0978636457158777
sample_002943.npz,4.0,0.8950463384653834,0.003997501660782291,0.8990438401261657
sample_002944.npz,0.5,1.032212190224606,0.0024795367937221827,1.0346917270183282
sample_002945.npz,64.0,0.4937559284044145,0.011980017418477117,0.5057359458228916
sample_002946.npz,8.0,1.223794255535795,0.009608540182927613,1.2334027957187226
sample_002947.npz,16.0,0.5355666623024521,0.0043764064724654845,0.5399430687749176
sample_002948.npz,4.0,0.4726606730173888,0.00808809672980749,0.48074876974719627
sample_002949.npz,2.0,0.6956133250027579,0.013287764350878492,0.7089010893536364
sample_002950.npz,0.5,0.7701085235983004,0.012809887455455696,0.7829184110537561
sample_002951.npz,1.0,1.10623718637728,0.0014327851757305287,1.1076699715530105
sample_002952.npz,2.0,1.1816350985991237,0.0017961040757664094,1.18343120267489
sample_002953.npz,2.0,0.9441566801851878,0.010577342578618431,0.9547340227638063
sample_002954.npz,32.0,0.7021680511351673,0.018749381667980933,0.7209174328031482
sample_002955.npz,0.5,0.6624722480749629,0.007031165353943965,0.6695034134289068
sample_002956.npz,64.0,0.6052040363389225,0.004687186624488099,0.6098912229634106
sample_002957.npz,2.0,0.9367232759250684,0.00732807159458603,0.9440513475196545
sample_002958.npz,8.0,0.4653578820470297,0.0028856726517376384,0.46824355469876733
sample_002959.npz,0.5,1.023878434912396,0.007750992590994994,1.031629427503391
sample_002960.npz,8.0,0.6592431166295064,0.0008573409076768177,0.6601004575371833
sample_002961.npz,32.0,0.7065812967499863,0.010153302352084186,0.7167345991020705
sample_002962.npz,8.0,0.7771042368313379,0.0050462676601440324,0.7821505044914819
sample_002963.npz,32.0,0.9276237549384091,0.010151825514404104,0.9377755804528132
sample_002964.npz,64.0,0.5955624371055941,0.011431059389652906,0.606993496495247
sample_002965.npz,0.5,0.5320378455027963,0.003925459381503171,0.5359633048842994
sample_002966.npz,8.0,1.026348144612811,0.008571151550992757,1.0349192961638038
sample_002967.npz,2.0,0.8431080560327552,0.0030200663475437326,0.8461281223802989
sample_002968.npz,8.0,1.1365824651684941,0.0010691336611808803,1.137651598829675
sample_002969.npz,8.0,0.6404219520701299,0.007848578600610223,0.6482705306707401
sample_002970.npz,16.0,0.5633827310044871,0.01485911465817608,0.5782418456626632
sample_002971.npz,1.0,0.32241663435462287,0.0002294899926653781,0.32264612434728823
sample_002972.npz,32.0,1.0952371232815197,0.00846487877419201,1.1037020020557118
sample_002973.npz,1.0,0.6948499240054943,0.008193578996213282,0.7030435030017076
sample_002974.npz,8.0,0.932165970625404,0.003647806069295084,0.935813776694699
sample_002975.npz,0.5,0.42884624884017647,0.011935875762171248,0.4407821246023477
sample_002976.npz,0.5,0.6244681072615778,0.0012887455892873823,0.6257568528508651
sample_002977.npz,64.0,0.6749334405744849,0.006842415816261268,0.6817758563907461
sample_002978.npz,4.0,1.0081849848817552,0.0020552922048582885,1.0102402770866135
sample_002979.npz,1.0,0.7254542759080288,0.005020194813909567,0.7304744707219384
sample_002980.npz,0.5,0.20328719081366764,0.01180740363208361,0.21509459444575124
sample_002981.npz,1.0,1.0496773584823131,0.00258211023373984,1.052259468716053
sample_002982.npz,16.0,0.39832237041207047,0.014637536577608419,0.4129599069896789
sample_002983.npz,1.0,0.8208749166815578,0.0043099605476579934,0.8251848772292157
sample_002984.npz,2.0,0.8030517973656879,0.008208213695248294,0.8112600110609361
sample_002985.npz,8.0,0.8361682435123179,0.004137134309748871,0.8403053778220667
sample_002986.npz,16.0,0.50459847927375,0.005081469001669613,0.5096799482754196
sample_002987.npz,64.0,0.33808790817767864,0.003077201870583658,0.3411651100482623
sample_002988.npz,32.0,1.1545811852827794,0.009407668779534088,1.1639888540623136
sample_002989.npz,16.0,1.0540609454389047,0.012816395953607694,1.0668773413925123
sample_002990.npz,4.0,0.30204810219387196,0.007824986846975098,0.30987308904084704
sample_002991.npz,64.0,0.5965947675859864,0.00223598184517237,0.5988307494311588
sample_002992.npz,16.0,1.0205998700779069,0.0003324362943834462,1.0209323063722904
sample_002993.npz,4.0,1.075236479287597,0.004045039213345743,1.0792815185009428
sample_002994.npz,0.5,0.7052823747470591,0.010565240881202288,0.7158476156282614
sample_002995.npz,32.0,0.792370601692213,0.0031731858936571745,0.7955437875858702
sample_002996.npz,2.0,0.8297497301637485,0.0037348849683659516,0.8334846151321145
sample_002997.npz,0.5,0.2476553197956789,0.017873541240446555,0.26552886103612544
sample_002998.npz,2.0,0.6721929536266521,0.009369996265076548,0.6815629498917286
sample_002999.npz,1.0,0.6958849263483885,0.0047723216950134005,0.7006572480434019
sample_003000.npz,1.0,1.0037569500481096,0.01220501106153012,1.0159619611096398
sample_003001.npz,32.0,0.811439795838847,0.009575104147424412,0.8210148999862714
sample_003002.npz,64.0,0.4881057092028211,0.010858998367634713,0.4989647075704558
sample_003003.npz,2.0,0.8607363363857365,0.008820323828320617,0.8695566602140572
sample_003004.npz,0.5,0.49495563687594557,0.011374994918595083,0.5063306317945406
sample_003005.npz,8.0,0.9688275894349443,0.012582515869667351,0.9814101053046116
sample_003006.npz,0.5,0.12318205133142421,0.004510984266403115,0.12769303559782733
sample_003007.npz,8.0,0.5235615154604539,0.004512580669978149,0.5280740961304321
sample_003008.npz,64.0,0.6801611607350506,0.005325384366791909,0.6854865451018425
sample_003009.npz,16.0,0.39198613049676906,0.002731759929237432,0.39471789042600647
sample_003010.npz,16.0,0.446907713998948,0.011250849945108625,0.45815856394405663
sample_003011.npz,8.0,1.096930784184271,0.010511702467741687,1.1074424866520127
sample_003012.npz,1.0,0.959770455719666,0.0045785508134006895,0.9643490065330667
sample_003013.npz,2.0,0.7416764194955036,0.005371934510569554,0.7470483540060731
sample_003014.npz,64.0,0.79987756612752,0.0003290355140484905,0.8002066016415685
sample_003015.npz,32.0,0.49288230304745273,0.01340454899906779,0.5062868520465206
sample_003016.npz,1.0,0.49781027567902525,0.011581992983892968,0.5093922686629182
sample_003017.npz,64.0,0.6809892213350544,0.017283182396231674,0.6982724037312861
sample_003018.npz,32.0,0.5629649248674621,0.0013395698073123729,0.5643044946747745
sample_003019.npz,0.5,0.7590851556684077,0.00434021062721324,0.763425366295621
sample_003020.npz,32.0,0.6020722279931111,0.0069239800765915245,0.6089962080697027
sample_003021.npz,8.0,0.5448222585212333,3.382406023528682e-05,0.5448560825814687
sample_003022.npz,0.5,0.5125369773197628,0.012707192893078137,0.5252441702128409
sample_003023.npz,8.0,0.797159136344418,0.0002608984008823299,0.7974200347453003
sample_003024.npz,4.0,0.7826788681692769,0.012489317189921993,0.7951681853591989
sample_003025.npz,4.0,1.1804326934657507,0.004260202289823787,1.1846928957555745
sample_003026.npz,1.0,0.9242001052839237,0.008729013894767094,0.9329291191786908
sample_003027.npz,0.5,0.7346681921946489,0.01966141628074284,0.7543296084753917
sample_003028.npz,8.0,0.4832097541001519,0.0003883954000134873,0.4835981495001654
sample_003029.npz,64.0,0.9260826674262166,0.010368506468011988,0.9364511738942286
sample_003030.npz,8.0,0.914141254113821,0.007173566946062304,0.9213148210598833
sample_003031.npz,2.0,0.7223530409832982,0.018673435619732507,0.7410264766030308
sample_003032.npz,0.5,0.9265109793497899,0.006153934882591522,0.9326649142323814
sample_003033.npz,32.0,0.7513265289242557,0.01401522526798911,0.7653417541922448
sample_003034.npz,16.0,0.5640885574874034,0.005630487741184092,0.5697190452285875
sample_003035.npz,16.0,0.708215301296072,0.007788417574529418,0.7160037188706014
sample_003036.npz,32.0,0.9159969263412097,0.017158514793179,0.9331554411343886
sample_003037.npz,32.0,1.076487544479089,0.008255030733315688,1.0847425752124047
sample_003038.npz,2.0,0.6951665153094914,0.0010641619302661064,0.6962306772397575
sample_003039.npz,2.0,0.6197186941467769,0.0032526040262220134,0.6229712981729989
sample_003040.npz,16.0,0.3663277175525532,0.0032070077392640467,0.36953472529181725
sample_003041.npz,1.0,0.9993856831345881,0.003976403680233481,1.0033620868148216
sample_003042.npz,1.0,0.6585015184816041,0.004835879098448744,0.6633373975800528
sample_003043.npz,2.0,0.5352194014494371,0.010371215726566737,0.5455906171760039
sample_003044.npz,1.0,0.698933593707877,0.006601729347159509,0.7055353230550365
sample_003045.npz,0.5,1.0114332383469347,0.005454620826819948,1.0168878591737547
sample_003046.npz,2.0,0.7474596762851636,0.0018519561399261654,0.7493116324250898
sample_003047.npz,64.0,0.5252643934780559,0.01847559119627209,0.5437399846743279
sample_003048.npz,64.0,0.3588469421586342,0.004333882148341185,0.3631808243069754
sample_003049.npz,64.0,0.5952865014837376,0.004616201387554952,0.5999027028712925
sample_003050.npz,64.0,0.2837774598257082,0.009768678338720502,0.2935461381644287
sample_003051.npz,16.0,0.9170900511460329,0.003838050590874642,0.9209281017369075
sample_003052.npz,0.5,0.5813642272990103,0.009846902641553613,0.5912111299405639
sample_003053.npz,4.0,1.057232854932244,0.0029231917457153023,1.0601560466779594
sample_003054.npz,8.0,0.6938103974701548,0.003009363450415137,0.69681976092057
sample_003055.npz,64.0,0.4245647990647099,0.0039101696431557385,0.4284749687078656
sample_003056.npz,1.0,0.19917025623856213,0.010692348169441434,0.20986260440800356
sample_003057.npz,0.5,0.3533189752209113,0.01665091477807225,0.36996988999898356
sample_003058.npz,4.0,0.2772194461782004,0.012106234746235001,0.2893256809244354
sample_003059.npz,2.0,0.9667022519829546,0.0017389502566448282,0.9684412022395994
sample_003060.npz,16.0,0.7454771893873497,0.0007222825387448312,0.7461994719260946
sample_003061.npz,2.0,1.0991815941484144,0.0055305016168489575,1.1047120957652634
sample_003062.npz,0.5,0.7547685152225612,0.0012016350471618928,0.755970150269723
sample_003063.npz,4.0,0.9999484260575067,0.010325120318608778,1.0102735463761154
sample_003064.npz,4.0,0.9453097462111354,0.0020880951048971785,0.9473978413160326
sample_003065.npz,2.0,0.7339169357633125,0.004093075686701948,0.7380100114500144
sample_003066.npz,4.0,0.4530047315986442,0.0018607473405667062,0.45486547893921087
sample_003067.npz,2.0,0.9629701731444783,0.0007974808628017896,0.96376765400728
sample_003068.npz,64.0,0.5158840741478867,0.0029044196353830262,0.5187884937832697
sample_003069.npz,64.0,0.34517322973043374,0.0022596694266826447,0.3474328991571164
sample_003070.npz,32.0,0.9538962538597173,0.004071760443927792,0.9579680143036451
sample_003071.npz,0.5,0.5245905334983563,0.009752958841755643,0.5343434923401119
sample_003072.npz,0.5,0.34217209388512193,0.004751650643423947,0.34692374452854585
sample_003073.npz,16.0,0.5460717246002645,0.015213659645749542,0.561285384246014
sample_003074.npz,16.0,0.5468119541220926,0.002728360182177482,0.5495403143042701
sample_003075.npz,0.5,0.4313897910681447,0.015629883764392907,0.4470196748325376
sample_003076.npz,0.5,0.9430638680509696,0.01220902849062954,0.9552728965415992
sample_003077.npz,32.0,0.9363835689702481,0.009597571623790182,0.9459811405940383
sample_003078.npz,32.0,0.6692130384573073,0.010773051010659092,0.6799860894679663
sample_003079.npz,8.0,0.5770130388840932,0.009914468745594665,0.5869275076296878
sample_003080.npz,16.0,1.0401405448813357,5.203829782776757e-05,1.0401925831791634
sample_003081.npz,2.0,0.4689477367461579,0.003775409284748624,0.47272314603090654
sample_003082.npz,4.0,0.5059944240263047,0.0030464488638176973,0.5090408728901223
sample_003083.npz,8.0,1.0455243377822614,0.0019286331527795138,1.0474529709350409
sample_003084.npz,64.0,0.9083751890136983,0.013666751866776922,0.9220419408804752
sample_003085.npz,1.0,0.3169020062133905,0.0037251607191840543,0.32062716693257454
sample_003086.npz,2.0,0.5299079011510566,0.00021815008928246962,0.5301260512403391
sample_003087.npz,4.0,0.7676574370163204,0.0020482068124477084,0.769705643828768
sample_003088.npz,64.0,0.9655551047740278,0.005536420218314634,0.9710915249923425
sample_003089.npz,32.0,1.1399684931345067,0.0013319577722302493,1.1413004509067368
sample_003090.npz,4.0,0.715590029330583,0.012283703504655654,0.7278737328352387
sample_003091.npz,8.0,0.3767668766697242,0.0005855610267588816,0.3773524376964831
sample_003092.npz,2.0,0.5651188328530173,0.008590854427771789,0.5737096872807891
sample_003093.npz,16.0,0.48515279056082594,0.0024561530502496924,0.48760894361107565
sample_003094.npz,16.0,0.5927049583585347,0.017362509194109917,0.6100674675526445
sample_003095.npz,1.0,1.0170554764402788,0.003985130956142528,1.0210406073964213
sample_003096.npz,1.0,0.509374317224137,0.00541801770383009,0.514792334927967
sample_003097.npz,8.0,0.8501590043603201,0.007424604704055065,0.8575836090643751
sample_003098.npz,8.0,0.6063065781376945,0.0026128348396744893,0.608919412977369
sample_003099.npz,32.0,0.9507691638892762,0.0032476518360886704,0.9540168157253649
sample_003100.npz,16.0,0.5759146630647757,0.008836808652712618,0.5847514717174883
sample_003101.npz,64.0,0.3974183465787313,0.010142945702012646,0.40756129228074395
sample_003102.npz,32.0,0.37420483053195147,0.002031285825809602,0.37623611635776105
sample_003103.npz,2.0,0.9921880398476375,0.0040213572087492285,0.9962093970563867
sample_003104.npz,8.0,0.9134379475895716,0.01086046512176758,0.9242984127113392
sample_003105.npz,0.5,1.0944721454910187,0.002372735746848595,1.0968448812378673
sample_003106.npz,1.0,0.8734407476171409,0.005874837842558532,0.8793155854596993
sample_003107.npz,2.0,0.9318653350211367,0.002716657942125437,0.934581992963262
sample_003108.npz,16.0,0.6082739261156255,0.011241981489293671,0.6195159076049191
sample_003109.npz,1.0,0.2784877779704825,0.012289694190311024,0.2907774721607935
sample_003110.npz,32.0,1.012188858620979,0.004612853184435504,1.0168017118054147
sample_003111.npz,16.0,0.7459216761164841,0.004166075141455144,0.7500877512579393
sample_003112.npz,64.0,0.5326045838290828,0.0017992675516040257,0.5344038513806868
sample_003113.npz,0.5,1.1335826596928302,0.0034028928848163944,1.1369855525776467
sample_003114.npz,1.0,0.7768724922510527,0.0055629358429276285,0.7824354280939804
sample_003115.npz,4.0,1.0208805675357866,0.009673365872913692,1.0305539334087004
sample_003116.npz,0.5,0.9649850650180055,0.005235299057656249,0.9702203640756618
sample_003117.npz,4.0,0.3825682498082544,0.016028345656457228,0.3985965954647116
sample_003118.npz,32.0,1.0324627989386108,9.515794234565746e-05,1.0325579568809564
sample_003119.npz,0.5,0.6093213656494457,0.004362482096507686,0.6136838477459534
sample_003120.npz,1.0,0.6560716568365978,0.016868825103136073,0.6729404819397339
sample_003121.npz,64.0,0.9108953693615095,0.0064278395579052735,0.9173232089194148
sample_003122.npz,2.0,0.8380850645655173,0.0026488865422804224,0.8407339511077978
sample_003123.npz,32.0,0.5993909352924041,0.0032376481846106238,0.6026285834770146
sample_003124.npz,8.0,0.7500199999775942,0.008135603223998669,0.7581556032015928
sample_003125.npz,1.0,0.20612814927162726,0.0038332554805680413,0.2099614047521953
sample_003126.npz,8.0,0.6385123183967701,0.01030731754721365,0.6488196359439838
sample_003127.npz,32.0,0.7280055349297528,0.003193737885165666,0.7311992728149185
sample_003128.npz,1.0,1.0676015531859304,0.0037190832394609985,1.0713206364253913
sample_003129.npz,0.5,0.5599930235814907,0.0007925449880993481,0.56078556856959
sample_003130.npz,2.0,0.9339549174530852,0.00114434990593911,0.9350992673590244
sample_003131.npz,16.0,0.8971978252420681,0.0012057156189535212,0.8984035408610217
sample_003132.npz,32.0,0.8343655125592511,0.0056163644659605275,0.8399818770252115
sample_003133.npz,2.0,1.1083677843661741,0.006962991429805661,1.1153307757959798
sample_003134.npz,0.5,0.48543361457635475,0.015339424130454839,0.5007730387068096
sample_003135.npz,16.0,0.6453766691314112,0.01038165218704767,0.6557583213184589
sample_003136.npz,4.0,0.4900842570707345,0.006319577520051309,0.4964038345907858
sample_003137.npz,64.0,0.6625240739511754,0.011751516464375108,0.6742755904155505
sample_003138.npz,64.0,0.7119749182750116,0.006472009497080567,0.7184469277720922
sample_003139.npz,32.0,0.8560764245647966,0.0005504103769154495,0.8566268349417121
sample_003140.npz,4.0,0.9681153630942838,0.003309837138743564,0.9714252002330274
sample_003141.npz,16.0,0.7442618210900829,0.008334496608233051,0.7525963176983159
sample_003142.npz,1.0,1.0168614261270559,0.001856697761271892,1.0187181238883278
sample_003143.npz,16.0,0.3273628442433642,0.012877730688981268,0.3402405749323455
sample_003144.npz,16.0,0.28932336692286204,0.010253983499306386,0.29957735042216843
sample_003145.npz,64.0,0.8794894823148767,0.0041953997102593295,0.883684882025136
sample_003146.npz,16.0,0.3613506730880432,0.009440076534663019,0.3707907496227062
sample_003147.npz,8.0,1.0764613108430205,0.0017911912618435877,1.0782525021048641
sample_003148.npz,2.0,0.6564311246332383,0.012831638397238587,0.6692627630304768
sample_003149.npz,1.0,0.5618857531847065,0.008036576517244893,0.5699223297019513
sample_003150.npz,32.0,1.0033077432622217,0.003384846690786954,1.0066925899530086
sample_003151.npz,2.0,0.7136677074339555,0.015503842438782374,0.7291715498727378
sample_003152.npz,64.0,0.9573576937823911,0.0018529283713002243,0.9592106221536914
sample_003153.npz,0.5,0.4079174072007227,0.014748499784761608,0.42266590698548434
sample_003154.npz,4.0,0.9109030081280695,0.011957014819178616,0.9228600229472481
sample_003155.npz,32.0,0.9600510224434459,0.0012834199272572424,0.9613344423707031
sample_003156.npz,64.0,0.6718992742779688,0.008398194489516675,0.6802974687674854
sample_003157.npz,1.0,0.543253093667765,0.003325057990188723,0.5465781516579536
sample_003158.npz,1.0,0.6963880420340003,0.0028262520783027866,0.6992142941123031
sample_003159.npz,2.0,0.9222130165709216,0.008455695152660345,0.9306687117235819
sample_003160.npz,4.0,0.5054632947959418,0.009596918244238646,0.5150602130401805
sample_003161.npz,16.0,0.5344656187640966,0.005655176022104885,0.5401207947862015
